schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num5rd,c_type,flgrm5,mrkgrm5,ngrm5,flmth5,mrkmth5,nmth5,towncode,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
11005,54,24,30,9,1,2,1,5,2,2,27.27,73,55,20,73,55,26104,11,24,5,1,28,0,2,54,28,74.110001,17.9,28,70.57,35.700001,1,0,0,0,0,2,72.637276,20.01091,55,72.744728,27.256363,55,0,,,24,26104,24
11005,54,24,30,9,1,2,1,5,2,2,27.27,73,55,20,73,55,26104,11,24,5,2,26,0,2,54,27,71.110001,22.200001,27,75,18.5,1,0,0,0,0,2,72.637276,20.01091,55,72.744728,27.256363,55,0,,,24,26104,24
11006,37,21,16,12,2,2,1,7,2,2,31.43,67,35,48.57,56,35,26104,12,38,5,1,22,0,2,37,15,64,33.299999,15,75.470001,20,1,0,0,1,0,2,64,33.299999,15,75.470001,20,15,0,,,38,26104,38
11006,37,21,16,12,2,2,1,7,2,2,31.43,67,35,48.57,56,35,26104,12,38,5,2,15,0,2,37,20,50,60.022499,20,60.647499,40.002499,,1,0,1,0,2,64,33.299999,15,75.470001,20,15,1,20,20,38,26104,38
11009,32,17,15,6,1,2,1,1,1,1,40.630001,74,32,21.879999,68,32,4622,11,6,5,1,32,0,1,32,32,68.379997,21.9,32,73.970001,40.599998,1,0,0,0,0,1,68.379997,21.9,32,73.970001,40.599998,32,0,,,6,4622,6
11010,68,34,34,15,1,1,1,,2,2,32.689999,69,52,26.42,61,53,30007,11,3,5,1,34,0,2,68,22,59.860001,31.799999,22,69.550003,22.700001,1,0,0,0,0,2,61.053207,26.418867,53,68.730766,32.680771,52,0,,,3,30007,3
11010,68,34,34,15,1,1,1,,2,2,32.689999,69,52,26.42,61,53,30007,11,3,5,2,34,0,2,68,31,61.900002,22.6,30,68.129997,40,1,0,0,0,0,2,61.053207,26.418867,53,68.730766,32.680771,52,0,,,3,30007,3
11013,86,54,32,17,1,1,1,2,3,3,40.959999,69,83,38.27,62,81,30007,11,8,5,1,30,0,3,87,30,61.099998,36.700001,30,65.57,46.700001,1,0,0,0,0,3,62.358891,38.262962,81,69.472771,40.991566,83,0,,,8,30007,8
11013,86,54,32,17,1,1,1,2,3,3,40.959999,69,83,38.27,62,81,30007,11,8,5,2,26,0,3,87,24,59.419998,45.799999,24,69.919998,41.700001,1,0,0,0,0,3,62.358891,38.262962,81,69.472771,40.991566,83,0,,,8,30007,8
11013,86,54,32,17,1,1,1,2,3,3,40.959999,69,83,38.27,62,81,30007,11,8,5,3,31,0,3,87,27,66.370003,33.299999,29,73.139999,34.5,1,0,0,0,0,3,62.358891,38.262962,81,69.472771,40.991566,83,0,,,8,30007,8
11015,95,50,45,17,1,1,1,1,3,3,16.09,80,87,15.91,76,88,30007,11,6,5,1,32,0,3,95,30,76.57,16.700001,29,79.660004,13.8,1,0,0,0,0,3,76.081474,15.925,88,79.957588,16.097702,87,0,,,6,30007,6
11015,95,50,45,17,1,1,1,1,3,3,16.09,80,87,15.91,76,88,30007,11,6,5,2,32,0,3,95,31,71.290001,22.6,31,75.940002,22.6,1,0,0,0,0,3,76.081474,15.925,88,79.957588,16.097702,87,0,,,6,30007,6
11015,95,50,45,17,1,1,1,1,3,3,16.09,80,87,15.91,76,88,30007,11,6,5,3,31,0,3,95,27,81.040001,7.4000001,27,84.889999,11.1,1,0,0,0,0,3,76.081474,15.925,88,79.957588,16.097702,87,0,,,6,30007,6
11017,77,38,39,14,1,1,1,2,2,2,18.18,71,66,17.91,67,67,30007,11,9,5,2,39,0,2,77,37,65.779999,21.6,35,70.370003,22.9,1,0,0,1,0,2,65.779999,21.6,37,70.370003,22.9,35,0,,,9,30007,9
11017,77,38,39,14,1,1,1,2,2,2,18.18,71,66,17.91,67,67,30007,11,9,5,1,38,0,2,77,30,68.504669,13.359,31,71.711288,12.850967,,1,0,1,0,2,65.779999,21.6,37,70.370003,22.9,35,1,31,30,9,30007,9
11020,97,56,41,14,1,1,1,1,3,3,18.82,78,85,14.43,74,97,30007,11,5,5,1,31,0,3,97,30,71.300003,20,26,78.309998,19.200001,1,0,0,0,0,3,74.069481,14.438145,97,77.860588,18.829412,85,0,,,5,30007,5
11020,97,56,41,14,1,1,1,1,3,3,18.82,78,85,14.43,74,97,30007,11,5,5,2,33,0,3,97,34,77.260002,11.8,30,78.099998,16.700001,1,0,0,0,0,3,74.069481,14.438145,97,77.860588,18.829412,85,0,,,5,30007,5
11020,97,56,41,14,1,1,1,1,3,3,18.82,78,85,14.43,74,97,30007,11,5,5,3,33,0,3,97,33,73.300003,12.1,29,77.209999,20.700001,1,0,0,0,0,3,74.069481,14.438145,97,77.860588,18.829412,85,0,,,5,30007,5
11021,58,23,35,12,1,1,1,2,2,2,26.790001,70,56,41.07,57,56,30007,11,11,5,1,30,0,2,58,28,57.860001,35.700001,28,72.639999,28.6,1,0,0,0,0,2,57.200001,41.049999,56,70.175003,26.799999,56,0,,,11,30007,11
11021,58,23,35,12,1,1,1,2,2,2,26.790001,70,56,41.07,57,56,30007,11,11,5,2,28,0,2,58,28,56.540001,46.400002,28,67.709999,25,1,0,0,0,0,2,57.200001,41.049999,56,70.175003,26.799999,56,0,,,11,30007,11
11027,97,45,52,18,1,1,1,1,3,3,19.57,76,92,28.42,67,95,30007,11,5,5,2,34,0,3,97,33,71.089996,15.2,32,81.029999,6.3000002,1,0,0,1,0,3,68.339676,19.362904,62,77.393112,18.042624,61,0,,,5,30007,5
11027,97,45,52,18,1,1,1,1,3,3,19.57,76,92,28.42,67,95,30007,11,5,5,3,29,0,3,97,29,65.209999,24.1,29,73.379997,31,1,0,0,1,0,3,68.339676,19.362904,62,77.393112,18.042624,61,0,,,5,30007,5
11027,97,45,52,18,1,1,1,1,3,3,19.57,76,92,28.42,67,95,30007,11,5,5,1,34,0,3,97,33,64.483032,45.436363,31,73.258713,22.575483,,1,0,1,0,3,68.339676,19.362904,62,77.393112,18.042624,61,1,31,33,5,30007,5
11029,70,29,41,14,1,1,1,2,2,2,35.380001,70,65,33.849998,57,65,30007,11,11,5,1,34,0,2,70,31,56.23,29,31,65.190002,51.599998,1,0,0,1,0,2,56.23,29,31,65.190002,51.599998,31,0,,,11,30007,11
11029,70,29,41,14,1,1,1,2,2,2,35.380001,70,65,33.849998,57,65,30007,11,11,5,2,36,0,2,70,34,57.702061,38.27206,34,74.38559,20.591177,,1,0,1,0,2,56.23,29,31,65.190002,51.599998,31,1,34,34,11,30007,11
11031,42,20,22,13,1,1,1,2,2,2,28.950001,72,38,30.77,66,39,30007,11,12,5,1,23,0,2,42,22,67.089996,22.700001,21,74.57,28.6,1,0,0,0,0,2,65.921791,30.764103,39,72.105003,28.957895,38,0,,,12,30007,12
11031,42,20,22,13,1,1,1,2,2,2,28.950001,72,38,30.77,66,39,30007,11,12,5,2,19,0,2,42,17,64.410004,41.200001,17,69.059998,29.4,1,0,0,0,0,2,65.921791,30.764103,39,72.105003,28.957895,38,0,,,12,30007,12
11032,95,47,48,19,1,1,1,4,3,3,36.139999,64,83,39.330002,56,89,30007,11,13,5,1,32,0,3,92,31,49.52,38.700001,27,61.07,40.700001,1,0,0,0,0,3,56.272358,39.326965,89,64.410965,36.143375,83,0,,,13,30007,13
11032,95,47,48,19,1,1,1,4,3,3,36.139999,64,83,39.330002,56,89,30007,11,13,5,2,31,0,3,92,30,59.5,40,30,68.970001,30,1,0,0,0,0,3,56.272358,39.326965,89,64.410965,36.143375,83,0,,,13,30007,13
11032,95,47,48,19,1,1,1,4,3,3,36.139999,64,83,39.330002,56,89,30007,11,13,5,3,29,0,3,92,28,60.290001,39.299999,26,62.619999,38.5,1,0,0,0,0,3,56.272358,39.326965,89,64.410965,36.143375,83,0,,,13,30007,13
11034,56,30,26,15,1,1,1,2,2,2,31.48,71,54,32.73,66,55,30007,11,11,5,2,28,0,2,56,28,64.75,28.6,27,70.589996,25.9,1,0,0,1,0,2,64.75,28.6,28,70.589996,25.9,27,0,,,11,30007,11
11034,56,30,26,15,1,1,1,2,2,2,31.48,71,54,32.73,66,55,30007,11,11,5,1,28,0,2,56,27,67.296295,37.012962,27,71.410004,37.060001,,1,0,1,0,2,64.75,28.6,28,70.589996,25.9,27,1,27,27,11,30007,11
11044,11,6,5,7,2,1,1,8,1,1,33.330002,69,12,50,56,12,30007,12,50,5,1,17,0,1,17,12,55.580002,50,12,69.25,33.299999,1,0,0,0,0,1,55.580002,50,12,69.25,33.299999,12,0,,,50,30007,50
11045,76,37,39,17,2,1,1,2,2,2,25.709999,75,70,27.540001,68,69,30007,12,9,5,1,38,0,2,76,33,68.580002,27.299999,34,74.849998,23.5,1,0,0,1,0,2,68.580002,27.299999,33,74.849998,23.5,34,0,,,9,30007,9
11045,76,37,39,17,2,1,1,2,2,2,25.709999,75,70,27.540001,68,69,30007,12,9,5,2,38,0,2,76,36,67.46833,27.76,36,75.14167,27.797222,,1,0,1,0,2,68.580002,27.299999,33,74.849998,23.5,34,1,36,36,9,30007,9
11048,74,74,0,16,2,1,1,2,2,2,21.43,79,70,25.35,71,71,30007,12,11,5,1,38,0,2,74,37,67.760002,21.6,36,82.029999,25,1,0,0,0,0,2,71.394646,25.335211,71,78.931145,21.405714,70,0,,,11,30007,11
11048,74,74,0,16,2,1,1,2,2,2,21.43,79,70,25.35,71,71,30007,12,11,5,2,36,0,2,74,34,75.349998,29.4,34,75.650002,17.6,1,0,0,0,0,2,71.394646,25.335211,71,78.931145,21.405714,70,0,,,11,30007,11
11054,35,35,0,12,2,1,1,2,1,1,55.169998,68,29,38.709999,63,31,30007,12,17,5,1,35,0,1,35,31,63,38.709999,29,68,55.169998,,1,0,1,0,1,,,,,,,1,,,17,30007,17
11058,82,38,44,19,2,1,1,2,3,3,33.82,74,68,48.57,60,70,30007,12,13,5,1,25,0,3,80,21,62.57,42.900002,21,72.669998,23.799999,1,0,0,0,0,3,59.68557,48.59,70,73.722206,33.829411,68,0,,,13,30007,13
11058,82,38,44,19,2,1,1,2,3,3,33.82,74,68,48.57,60,70,30007,12,13,5,2,29,0,3,80,26,62.580002,34.599998,25,72.32,48,1,0,0,0,0,3,59.68557,48.59,70,73.722206,33.829411,68,0,,,13,30007,13
11058,82,38,44,19,2,1,1,2,3,3,33.82,74,68,48.57,60,70,30007,12,13,5,3,26,0,3,80,23,53.779999,69.599998,22,76.32,27.299999,1,0,0,0,0,3,59.68557,48.59,70,73.722206,33.829411,68,0,,,13,30007,13
11061,46,16,30,17,2,1,1,2,2,2,34.290001,70,35,54.290001,53,35,30007,12,15,5,1,16,0,2,46,11,44.27,81.800003,11,61.639999,54.5,1,0,0,0,0,2,53.054001,54.302856,35,69.944,34.271427,35,0,,,15,30007,15
11061,46,16,30,17,2,1,1,2,2,2,34.290001,70,35,54.290001,53,35,30007,12,15,5,2,30,0,2,46,24,57.080002,41.700001,24,73.75,25,1,0,0,0,0,2,53.054001,54.302856,35,69.944,34.271427,35,0,,,15,30007,15
11064,40,22,18,9,2,2,1,6,1,1,68.18,53,22,59.09,49,22,10157,12,25,5,1,40,0,1,40,22,48.73,59.099998,22,52.77,68.199997,1,0,0,0,0,1,48.73,59.099998,22,52.77,68.199997,22,0,,,25,10157,25
11065,20,11,9,8,2,2,1,7,1,1,11.11,74,18,16.67,68,18,10157,12,42,5,1,20,0,1,20,18,67.5,16.700001,18,73.669998,11.1,1,0,0,0,0,1,67.5,16.700001,18,73.669998,11.1,18,0,,,42,10157,42
11067,62,31,31,15,2,2,1,5,3,2,26.530001,64,49,46,51,50,8094,12,31,5,1,22,0,2,51,21,47.709999,42.900002,21,61,19,1,0,0,0,0,2,49.828724,46.82766,47,63.998299,25.52766,47,0,,,31,8094,31
11067,62,31,31,15,2,2,1,5,3,2,26.530001,64,49,46,51,50,8094,12,31,5,2,29,0,2,51,26,51.540001,50,26,66.419998,30.799999,1,0,0,0,0,2,49.828724,46.82766,47,63.998299,25.52766,47,0,,,31,8094,31
11072,41,25,16,12,2,2,1,5,2,2,25.639999,72,39,28.209999,65,39,7963,12,25,5,1,21,0,2,41,19,68.889999,15.8,19,71.839996,15.8,1,0,0,1,0,2,68.889999,15.8,19,71.839996,15.8,19,0,,,25,7963,25
11072,41,25,16,12,2,2,1,5,2,2,25.639999,72,39,28.209999,65,39,7963,12,25,5,2,20,0,2,41,20,61.304501,39.9995,20,72.152,34.987999,,1,0,1,0,2,68.889999,15.8,19,71.839996,15.8,19,1,20,20,25,7963,25
11073,60,30,30,19,1,1,1,1,2,2,13.46,79,52,18.870001,69,53,5678,11,7,5,1,30,0,2,60,28,72.360001,10.7,27,84.93,3.7,1,0,0,0,0,2,69.114716,18.860378,53,79.098267,13.459616,52,0,,,7,5678,7
11073,60,30,30,19,1,1,1,1,2,2,13.46,79,52,18.870001,69,53,5678,11,7,5,2,30,0,2,60,25,65.480003,28,25,72.800003,24,1,0,0,0,0,2,69.114716,18.860378,53,79.098267,13.459616,52,0,,,7,5678,7
11106,58,26,32,14,1,1,1,1,2,2,16.219999,83,37,5.4099998,78,37,30007,11,3,5,2,29,0,2,58,20,77.599998,10,20,80.099998,25,1,0,0,1,0,2,77.599998,10,20,80.099998,25,20,0,,,3,30007,3
11106,58,26,32,14,1,1,1,1,2,2,16.219999,83,37,5.4099998,78,37,30007,11,3,5,1,29,0,2,58,17,78.470589,.0099999998,17,86.411766,5.8905883,,1,0,1,0,2,77.599998,10,20,80.099998,25,20,1,17,17,3,30007,3
11108,12,7,5,6,2,2,1,8,1,1,,,,,,,,,,5,1,12,0,1,12,12,48.75,66.699997,11,57.09,45.5,1,0,1,0,1,1,48.75,66.699997,12,57.09,45.5,11,0,,,54,26104,54
11109,119,69,50,25,1,2,1,1,5,4,16.040001,77,106,17.92,66,106,10561,11,5,5,1,24,0,4,108,23,64.129997,17.4,23,72.089996,26.1,1,0,0,0,0,4,66.329529,17.933962,106,77.028206,16.040565,106,0,,,5,10561,5
11109,119,69,50,25,1,2,1,1,5,4,16.040001,77,106,17.92,66,106,10561,11,5,5,2,26,0,4,108,25,70.519997,16,25,82.519997,12,1,0,0,0,0,4,66.329529,17.933962,106,77.028206,16.040565,106,0,,,5,10561,5
11109,119,69,50,25,1,2,1,1,5,4,16.040001,77,106,17.92,66,106,10561,11,5,5,3,32,0,4,108,32,67.089996,18.799999,32,81.25,9.3999996,1,0,0,0,0,4,66.329529,17.933962,106,77.028206,16.040565,106,0,,,5,10561,5
11109,119,69,50,25,1,2,1,1,5,4,16.040001,77,106,17.92,66,106,10561,11,5,5,4,26,0,4,108,26,63.310001,19.200001,26,70.919998,19.200001,1,0,0,0,0,4,66.329529,17.933962,106,77.028206,16.040565,106,0,,,5,10561,5
11111,106,53,53,22,1,1,1,2,4,3,27.379999,75,84,36.049999,61,86,30007,11,5,5,1,33,0,3,94,29,63.860001,24.1,29,74.790001,24.1,1,0,0,0,0,3,60.927673,36.030231,86,74.880836,27.383333,84,0,,,5,30007,5
11111,106,53,53,22,1,1,1,2,4,3,27.379999,75,84,36.049999,61,86,30007,11,5,5,2,30,0,3,94,27,56.220001,48.099998,26,72.730003,38.5,1,0,0,0,0,3,60.927673,36.030231,86,74.880836,27.383333,84,0,,,5,30007,5
11111,106,53,53,22,1,1,1,2,4,3,27.379999,75,84,36.049999,61,86,30007,11,5,5,3,31,0,3,94,30,62.330002,36.700001,29,76.900002,20.700001,1,0,0,0,0,3,60.927673,36.030231,86,74.880836,27.383333,84,0,,,5,30007,5
11115,57,30,27,17,2,1,1,2,2,2,22.219999,75,54,52.630001,60,57,30007,12,11,5,1,30,0,2,57,32,58.439999,56.299999,30,76.529999,26.700001,1,0,0,1,0,2,58.439999,56.299999,32,76.529999,26.700001,30,0,,,11,30007,11
11115,57,30,27,17,2,1,1,2,2,2,22.219999,75,54,52.630001,60,57,30007,12,11,5,2,27,0,2,57,25,61.996799,47.9324,24,73.087502,16.620001,,1,0,1,0,2,58.439999,56.299999,32,76.529999,26.700001,30,1,24,25,11,30007,11
11117,66,44,22,18,1,2,1,6,3,2,29.09,65,55,35.09,60,57,26104,11,31,5,1,28,0,2,55,27,62.59,22.200001,26,67.459999,23.1,1,0,0,0,0,2,59.979473,35.094738,57,64.929092,29.110909,55,0,,,31,26104,31
11117,66,44,22,18,1,2,1,6,3,2,29.09,65,55,35.09,60,57,26104,11,31,5,2,27,0,2,55,30,57.630001,46.700001,29,62.66,34.5,1,0,0,0,0,2,59.979473,35.094738,57,64.929092,29.110909,55,0,,,31,26104,31
11119,83,24,59,21,2,2,1,3,3,3,21.790001,76,78,51.279999,56,78,36111,12,21,5,1,29,0,3,83,28,48.07,78.599998,28,75.68,21.4,1,0,0,0,0,3,55.533638,51.954544,77,76.259094,22.063637,77,0,,,21,36111,21
11119,83,24,59,21,2,2,1,3,3,3,21.790001,76,78,51.279999,56,78,36111,12,21,5,2,24,0,3,83,21,55.810001,42.900002,21,69.43,42.900002,1,0,0,0,0,3,55.533638,51.954544,77,76.259094,22.063637,77,0,,,21,36111,21
11119,83,24,59,21,2,2,1,3,3,3,21.790001,76,78,51.279999,56,78,36111,12,21,5,3,30,0,3,83,28,62.790001,32.099998,28,81.959999,7.0999999,1,0,0,0,0,3,55.533638,51.954544,77,76.259094,22.063637,77,0,,,21,36111,21
11120,106,56,50,19,1,1,1,2,3,3,35.110001,72,94,38.139999,56,97,30007,11,2,5,2,35,0,3,106,33,54.389999,39.400002,34,71.760002,29.4,1,0,0,1,0,3,54.919998,37.900002,66,70.519997,33.835384,65,0,,,2,30007,2
11120,106,56,50,19,1,1,1,2,3,3,35.110001,72,94,38.139999,56,97,30007,11,2,5,3,35,0,3,106,33,55.450001,36.400002,31,69.160004,38.700001,1,0,0,1,0,3,54.919998,37.900002,66,70.519997,33.835384,65,0,,,2,30007,2
11120,106,56,50,19,1,1,1,2,3,3,35.110001,72,94,38.139999,56,97,30007,11,2,5,1,36,0,3,106,31,58.299355,38.650967,29,75.317238,37.966896,,1,0,1,0,3,54.919998,37.900002,66,70.519997,33.835384,65,1,29,31,2,30007,2
11126,47,0,47,11,2,3,1,2,2,2,43.48,66,46,58.700001,55,46,30007,12,16,5,1,22,0,2,47,23,53.91,43.5,23,66.480003,43.5,1,0,0,0,0,2,54.435001,58.700001,46,66.455002,43.5,46,0,,,16,30007,16
11126,47,0,47,11,2,3,1,2,2,2,43.48,66,46,58.700001,55,46,30007,12,16,5,2,25,0,2,47,23,54.959999,73.900002,23,66.43,43.5,1,0,0,0,0,2,54.435001,58.700001,46,66.455002,43.5,46,0,,,16,30007,16
11127,29,12,17,9,1,1,1,2,1,1,23.33,78,30,37.5,63,32,30007,11,6,5,1,29,0,1,29,32,62.779999,37.5,30,78.029999,23.299999,1,0,0,0,0,1,62.779999,37.5,32,78.029999,23.299999,30,0,,,6,30007,6
11128,79,36,43,20,2,1,1,2,3,3,11.84,79,76,16.879999,77,77,30007,12,12,5,1,22,0,3,79,23,81.43,13,22,79.089996,13.6,1,0,0,0,0,3,76.854156,16.875324,77,79.067635,11.813158,76,0,,,12,30007,12
11128,79,36,43,20,2,1,1,2,3,3,11.84,79,76,16.879999,77,77,30007,12,12,5,2,31,0,3,79,28,74.389999,17.9,28,78.110001,10.7,1,0,0,0,0,3,76.854156,16.875324,77,79.067635,11.813158,76,0,,,12,30007,12
11128,79,36,43,20,2,1,1,2,3,3,11.84,79,76,16.879999,77,77,30007,12,12,5,3,26,0,3,79,26,75.459999,19.200001,26,80.080002,11.5,1,0,0,0,0,3,76.854156,16.875324,77,79.067635,11.813158,76,0,,,12,30007,12
11132,106,55,51,29,2,2,1,1,4,3,26.370001,75,91,49.450001,61,91,36046,12,9,5,1,35,0,3,98,33,61.150002,51.5,33,75.790001,24.200001,1,0,0,0,0,3,61.296593,49.42857,91,75.461761,26.335165,91,0,,,9,36046,9
11132,106,55,51,29,2,2,1,1,4,3,26.370001,75,91,49.450001,61,91,36046,12,9,5,2,32,0,3,98,29,66.550003,37.900002,29,76.099998,24.1,1,0,0,0,0,3,61.296593,49.42857,91,75.461761,26.335165,91,0,,,9,36046,9
11132,106,55,51,29,2,2,1,1,4,3,26.370001,75,91,49.450001,61,91,36046,12,9,5,3,31,0,3,98,29,56.209999,58.599998,29,74.449997,31,1,0,0,0,0,3,61.296593,49.42857,91,75.461761,26.335165,91,0,,,9,36046,9
11133,29,17,12,9,2,1,1,2,1,1,7.1399999,80,28,28.57,72,28,30007,12,7,5,1,29,0,1,29,28,72,28.57,28,80,7.1399999,,1,0,1,0,1,,,,,,,1,,,7,30007,7
11134,60,28,32,11,1,1,1,1,2,2,14.29,84,56,31.58,70,57,30007,11,2,5,1,28,0,2,60,27,69.739998,25.9,26,84.650002,19.200001,1,0,0,0,0,2,69.771576,31.584211,57,83.728569,14.271428,56,0,,,2,30007,2
11134,60,28,32,11,1,1,1,1,2,2,14.29,84,56,31.58,70,57,30007,11,2,5,2,32,0,2,60,30,69.800003,36.700001,30,82.93,10,1,0,0,0,0,2,69.771576,31.584211,57,83.728569,14.271428,56,0,,,2,30007,2
11135,65,26,39,13,1,1,1,1,2,2,18.639999,80,59,13.79,76,58,30007,11,4,5,2,33,0,2,65,29,79.860001,10.3,30,80.5,10,1,0,0,1,0,2,79.860001,10.3,29,80.5,10,30,0,,,4,30007,4
11135,65,26,39,13,1,1,1,1,2,2,18.639999,80,59,13.79,76,58,30007,11,4,5,1,32,0,2,65,29,72.139999,17.280001,29,79.482758,27.57793,,1,0,1,0,2,79.860001,10.3,29,80.5,10,30,1,29,29,4,30007,4
11144,80,38,42,19,1,1,1,2,3,3,33.779999,66,74,32,59,75,30007,11,10,5,1,27,0,3,80,26,56.119999,42.299999,26,66.080002,30.799999,1,0,0,0,0,3,59.402134,31.986666,75,66.203514,33.785133,74,0,,,10,30007,10
11144,80,38,42,19,1,1,1,2,3,3,33.779999,66,74,32,59,75,30007,11,10,5,2,26,0,3,80,25,60.360001,32,25,69.959999,32,1,0,0,0,0,3,59.402134,31.986666,75,66.203514,33.785133,74,0,,,10,30007,10
11144,80,38,42,19,1,1,1,2,3,3,33.779999,66,74,32,59,75,30007,11,10,5,3,27,0,3,80,24,61.959999,20.799999,23,62.259998,39.099998,1,0,0,0,0,3,59.402134,31.986666,75,66.203514,33.785133,74,0,,,10,30007,10
11150,101,48,53,17,1,1,1,2,3,3,27.66,72,94,21.879999,69,96,30007,11,2,5,1,34,0,3,101,31,72.610001,16.1,31,73.970001,32.299999,1,0,0,0,0,3,69.062813,21.853125,96,71.989365,27.671276,94,0,,,2,30007,2
11150,101,48,53,17,1,1,1,2,3,3,27.66,72,94,21.879999,69,96,30007,11,2,5,2,33,0,3,101,31,66.099998,25.799999,31,70.709999,29,1,0,0,0,0,3,69.062813,21.853125,96,71.989365,27.671276,94,0,,,2,30007,2
11150,101,48,53,17,1,1,1,2,3,3,27.66,72,94,21.879999,69,96,30007,11,2,5,3,34,0,3,101,34,68.529999,23.5,32,71.309998,21.9,1,0,0,0,0,3,69.062813,21.853125,96,71.989365,27.671276,94,0,,,2,30007,2
11151,42,20,22,13,2,1,1,5,2,2,61.110001,61,36,64.860001,49,37,30007,12,42,5,2,22,0,2,42,19,48.950001,63.200001,18,69.279999,50,1,0,0,1,0,2,48.950001,63.200001,19,69.279999,50,18,0,,,42,30007,42
11151,42,20,22,13,2,1,1,5,2,2,61.110001,61,36,64.860001,49,37,30007,12,42,5,1,20,0,2,42,18,49.052776,66.612221,18,52.720001,72.220001,,1,0,1,0,2,48.950001,63.200001,19,69.279999,50,18,1,18,18,42,30007,42
11152,68,45,23,16,1,1,1,1,2,2,21.309999,77,61,16.389999,74,61,30007,11,5,5,1,34,0,2,68,31,73.059998,16.1,31,74.099998,22.6,1,0,0,0,0,2,74.260002,16.395082,61,76.770493,21.321312,61,0,,,5,30007,5
11152,68,45,23,16,1,1,1,1,2,2,21.309999,77,61,16.389999,74,61,30007,11,5,5,2,34,0,2,68,30,75.5,16.700001,30,79.529999,20,1,0,0,0,0,2,74.260002,16.395082,61,76.770493,21.321312,61,0,,,5,30007,5
11159,50,24,26,17,2,1,1,3,2,2,26.190001,75,42,46.34,66,41,30007,12,17,5,1,26,0,2,50,18,74.559998,33.299999,18,80.779999,11.1,1,0,0,0,0,2,65.735855,46.314632,41,74.739998,26.185715,42,0,,,17,30007,17
11159,50,24,26,17,2,1,1,3,2,2,26.190001,75,42,46.34,66,41,30007,12,17,5,2,24,0,2,50,23,58.830002,56.5,24,70.209999,37.5,1,0,0,0,0,2,65.735855,46.314632,41,74.739998,26.185715,42,0,,,17,30007,17
11161,40,18,22,15,2,1,1,2,2,2,26.32,75,38,33.330002,62,39,30007,12,19,5,1,18,0,2,40,18,61.830002,27.799999,17,77.290001,23.5,1,0,0,1,0,2,61.830002,27.799999,18,77.290001,23.5,17,0,,,19,30007,19
11161,40,18,22,15,2,1,1,2,2,2,26.32,75,38,33.330002,62,39,30007,12,19,5,2,22,0,2,40,21,62.145714,38.07,21,73.146187,28.602858,,1,0,1,0,2,61.830002,27.799999,18,77.290001,23.5,17,1,21,21,19,30007,19
11165,21,15,6,7,1,1,1,1,1,1,33.330002,78,18,5.5599999,78,18,30007,11,1,5,1,21,0,1,21,18,78.169998,5.5999999,18,77.669998,33.299999,1,0,0,0,0,1,78.169998,5.5999999,18,77.669998,33.299999,18,0,,,1,30007,1
11168,24,15,9,5,1,1,1,2,1,1,26.09,73,23,43.48,59,23,30007,11,5,5,1,24,0,1,24,23,58.48,43.5,23,73.260002,26.1,1,0,0,0,0,1,58.48,43.5,23,73.260002,26.1,23,0,,,5,30007,5
11170,67,43,24,12,2,2,1,1,2,2,17.74,83,62,17.74,74,62,36178,12,2,5,1,43,0,2,67,16,74.25,18.799999,16,85.190002,12.5,1,0,0,0,0,2,76.178459,12.84359,39,85.720772,15.389744,39,0,,,2,36178,2
11170,67,43,24,12,2,2,1,1,2,2,17.74,83,62,17.74,74,62,36178,12,2,5,2,24,0,2,67,23,77.519997,8.6999998,23,86.089996,17.4,1,0,0,0,0,2,76.178459,12.84359,39,85.720772,15.389744,39,0,,,2,36178,2
11171,74,33,41,23,2,2,1,2,2,2,25.709999,73,70,28.57,66,70,36160,12,8,5,1,33,0,2,74,29,70.660004,20.700001,29,77.480003,24.1,1,0,0,0,0,2,66.460426,28.548571,70,73.011002,25.681429,70,0,,,8,36160,8
11171,74,33,41,23,2,2,1,2,2,2,25.709999,73,70,28.57,66,70,36160,12,8,5,2,41,0,2,74,41,63.490002,34.099998,41,69.849998,26.799999,1,0,0,0,0,2,66.460426,28.548571,70,73.011002,25.681429,70,0,,,8,36160,8
11172,13,6,7,6,2,2,1,2,1,1,9.0900002,86,11,9.0900002,81,11,35758,12,7,5,1,13,0,1,13,11,81.269997,9.1000004,11,86,9.1000004,1,0,0,0,0,1,81.269997,9.1000004,11,86,9.1000004,11,0,,,7,35758,7
11181,64,30,34,16,1,1,1,3,2,2,26.790001,72,56,23.209999,64,56,30007,11,8,5,1,32,0,2,64,28,68.32,21.4,28,71.959999,28.6,1,0,0,0,0,2,63.98,23.200001,56,72.375,26.799999,56,0,,,8,30007,8
11181,64,30,34,16,1,1,1,3,2,2,26.790001,72,56,23.209999,64,56,30007,11,8,5,2,32,0,2,64,28,59.639999,25,28,72.790001,25,1,0,0,0,0,2,63.98,23.200001,56,72.375,26.799999,56,0,,,8,30007,8
